Origin,Voucher ID,Vendor Name,Invoice Date,Invoice ID (or DBID),Payment Date,Invoice  Amt,Line Description,Paid Gross Amount,Account,Fund,Deptid,ChartField 1,ChartField 2,Payment Method,Account Descr, Amount ,ticket #
TRV,13580526,US BANK BCD TRAVEL,5/27/22,ANDR087924X1,6/7/22,430.720,ANDR087924 FAT-LAS-ONT-LAS-FAT,430.720,56715,96576,31178,,,EFT,Participant Sppt-TravelAirfare, 430.72 ,5267768261341
TRV,13580527,US BANK BCD TRAVEL,5/27/22,ANDR087924X2,6/7/22,9.750,ANDR087924    -,9.750,56715,96576,31178,,,EFT,Participant Sppt-TravelAirfare, 9.75 ,8900822903841
TRV,13580536,US BANK BCD TRAVEL,5/26/22,CORT087871X1,6/7/22,403.840,CORT087871 SFO-ONT-SFO,403.840,56715,96576,31178,,,EFT,Participant Sppt-TravelAirfare, 403.84 ,0167768261251
TRV,13580537,US BANK BCD TRAVEL,5/26/22,CORT087871X2,6/7/22,9.750,CORT087871    -,9.750,56715,96576,31178,,,EFT,Participant Sppt-TravelAirfare, 9.75 ,8900822852060
TRV,13580538,US BANK BCD TRAVEL,5/26/22,DELG087874X1,6/7/22,9.750,DELG087874    -,9.750,56715,96576,31178,,,EFT,Participant Sppt-TravelAirfare, 9.75 ,8900822852050
TRV,13580539,US BANK BCD TRAVEL,5/26/22,DELG087874X2,6/7/22,182.960,DELG087874 SJC-ONT-SJC,182.960,56715,96576,31178,,,EFT,Participant Sppt-TravelAirfare, 182.96 ,5267767507993
TRV,13580540,US BANK BCD TRAVEL,5/27/22,DIAZ087868X1,6/7/22,172.960,DIAZ087868 OAK-ONT-OAK,172.960,56715,96576,31178,,,EFT,Participant Sppt-TravelAirfare, 172.96 ,5267768261365
TRV,13580541,US BANK BCD TRAVEL,5/27/22,DIAZ087868X2,6/7/22,9.750,DIAZ087868    -,9.750,56715,96576,31178,,,EFT,Participant Sppt-TravelAirfare, 9.75 ,8900822912640
TRV,13580542,US BANK BCD TRAVEL,5/27/22,GATT087870X1,6/7/22,403.840,GATT087870 SFO-ONT-SFO,403.840,56715,96576,31178,,,EFT,Participant Sppt-TravelAirfare, 403.84 ,0167768261354
TRV,13580543,US BANK BCD TRAVEL,5/27/22,GATT087870X2,6/7/22,9.750,GATT087870    -,9.750,56715,96576,31178,,,EFT,Participant Sppt-TravelAirfare, 9.75 ,8900822912631
TRV,13580546,US BANK BCD TRAVEL,5/27/22,HERN087865X1,6/7/22,172.960,HERN087865 OAK-ONT-OAK,172.960,56715,96576,31178,,,EFT,Participant Sppt-TravelAirfare, 172.96 ,5267768261363
TRV,13580547,US BANK BCD TRAVEL,5/27/22,HERN087865X2,6/7/22,9.750,HERN087865    -,9.750,56715,96576,31178,,,EFT,Participant Sppt-TravelAirfare, 9.75 ,8900822912638
TRV,13580548,US BANK BCD TRAVEL,5/26/22,HERN087877X1,6/7/22,9.750,HERN087877    -,9.750,56715,96576,31178,,,EFT,Participant Sppt-TravelAirfare, 9.75 ,8900822833397
TRV,13580549,US BANK BCD TRAVEL,5/26/22,HERN087877X2,6/7/22,182.960,HERN087877 SMF-ONT-SMF,182.960,56715,96576,31178,,,EFT,Participant Sppt-TravelAirfare, 182.96 ,5267767507990
TRV,13580554,US BANK BCD TRAVEL,5/27/22,LARA087869X1,6/7/22,403.840,LARA087869 SFO-ONT-SFO,403.840,56715,96576,31178,,,EFT,Participant Sppt-TravelAirfare, 403.84 ,0167768261353
TRV,13580555,US BANK BCD TRAVEL,5/27/22,LARA087869X2,6/7/22,9.750,LARA087869    -,9.750,56715,96576,31178,,,EFT,Participant Sppt-TravelAirfare, 9.75 ,8900822912629
TRV,13580556,US BANK BCD TRAVEL,5/26/22,LEON087873X1,6/7/22,9.750,LEON087873    -,9.750,56715,96576,31178,,,EFT,Participant Sppt-TravelAirfare, 9.75 ,8900822833399
TRV,13580557,US BANK BCD TRAVEL,5/26/22,LEON087873X2,6/7/22,182.960,LEON087873 SJC-ONT-SJC,182.960,56715,96576,31178,,,EFT,Participant Sppt-TravelAirfare, 182.96 ,5267767507992
TRV,13580560,US BANK BCD TRAVEL,5/26/22,LOPE087872X1,6/7/22,9.750,LOPE087872    -,9.750,56715,96576,31178,,,EFT,Participant Sppt-TravelAirfare, 9.75 ,8900822833398
TRV,13580561,US BANK BCD TRAVEL,5/26/22,LOPE087872X2,6/7/22,182.960,LOPE087872 SJC-ONT-SJC,182.960,56715,96576,31178,,,EFT,Participant Sppt-TravelAirfare, 182.96 ,5267767507991
TRV,13580564,US BANK BCD TRAVEL,5/26/22,RECI087875X1,6/7/22,9.750,RECI087875    -,9.750,56715,96576,31178,,,EFT,Participant Sppt-TravelAirfare, 9.75 ,8900822852053
TRV,13580565,US BANK BCD TRAVEL,5/26/22,RECI087875X2,6/7/22,182.960,RECI087875 SJC-ONT-SJC,182.960,56715,96576,31178,,,EFT,Participant Sppt-TravelAirfare, 182.96 ,5267767507994
TRV,13580570,US BANK BCD TRAVEL,5/26/22,SANC087876X1,6/7/22,9.750,SANC087876    -,9.750,56715,96576,31178,,,EFT,Participant Sppt-TravelAirfare, 9.75 ,8900822852056
TRV,13580571,US BANK BCD TRAVEL,5/26/22,SANC087876X2,6/7/22,182.960,SANC087876 SJC-ONT-SJC,182.960,56715,96576,31178,,,EFT,Participant Sppt-TravelAirfare, 182.96 ,5267767507998
TRV,13583948,US BANK BCD TRAVEL,6/9/22,LEON087873X3,6/21/22,9.750,LEON087873    -,9.750,56715,96576,31178,,,EFT,Participant Sppt-TravelAirfare, 9.75 ,8900823375210
TRV,13588546,US BANK BCD TRAVEL,6/30/22,LARA087869X3,7/12/22,168.580,LARA087869 ONT-SJC,168.580,56715,96576,31178,,,EFT,Participant Sppt-TravelAirfare, 168.58 ,5267774625902
TRV,13588547,US BANK BCD TRAVEL,6/30/22,LARA087869X4,7/12/22,9.750,LARA087869    -,9.750,56715,96576,31178,,,EFT,Participant Sppt-TravelAirfare, 9.75 ,8900824174182
TRV,13591373,US BANK BCD TRAVEL,7/14/22,ORTA088888X1,7/26/22,34.000,ORTA088888    -,34.000,56715,62588,31860,,EMPLC,EFT,Participant Sppt-TravelAirfare, 34.00 ,8900824654719
TRV,13591374,US BANK BCD TRAVEL,7/14/22,ORTA088888X2,7/26/22,935.220,ORTA088888 ONT-ATL-ONT,935.220,56715,62588,31860,,EMPLC,EFT,Participant Sppt-TravelAirfare, 935.22 ,0067777015932
TRV,13609809,US BANK BCD TRAVEL,9/29/22,KARL090743X1,10/11/22,9.750,KARL090743    -,9.750,56715,96576,31178,,,EFT,Participant Sppt-TravelAirfare, 9.75 ,8900827868380
TRV,13609810,US BANK BCD TRAVEL,9/29/22,KARL090743X2,10/11/22,480.210,KARL090743 SMF-SNA-SMF,480.210,56715,96576,31178,,,EFT,Participant Sppt-TravelAirfare, 480.21 ,5267792781758
TRV,13614462,US BANK BCD TRAVEL,10/13/22,LEWA091288X1,10/26/22,9.750,LEWA091288    -,9.750,56715,60824,25130,,OELDW,EFT,Participant Sppt-TravelAirfare, 9.75 ,8900828506872
TRV,13614463,US BANK BCD TRAVEL,10/13/22,LEWA091288X2,10/26/22,9.750,LEWA091288    -,9.750,56715,60824,25130,,OELDW,EFT,Participant Sppt-TravelAirfare, 9.75 ,8900828506873
TRV,13614464,US BANK BCD TRAVEL,10/13/22,LEWA091288X3,10/26/22,168.400,LEWA091288 SJU-EWR,168.400,56715,60824,25130,,OELDW,EFT,Participant Sppt-TravelAirfare, 168.40 ,2797864782860
TRV,13619936,US BANK BCD TRAVEL,11/4/22,VERS091850X3,11/15/22,13.000,VERS091850    -,13.000,56715,60183,31178,,,EFT,Participant Sppt-TravelAirfare, 13.00 ,8900841306579
TRV,13621433,US BANK BCD TRAVEL,11/2/22,ARCE091825X4,11/22/22,101.620,ARCE091825 LAX-FAT-SFO-LAX,101.620,56715,69085,31178,UC0507,UIPCC,EFT,Participant Sppt-TravelAirfare, 101.62 ,0167868821087
TRV,13545853,US BANK BCD TRAVEL,1/28/22,CEDE084432X1,2/8/22,34.000,CEDE084432    -,34.000,57211,86344,23804,,EJGC1,EFT,In-State Travel - Air Fare, 34.00 ,8900818390319
TRV,13545854,US BANK BCD TRAVEL,1/28/22,CEDE084432X2,2/8/22,301.640,CEDE084432 SFO-SNA-SFO,301.640,57211,86344,23804,,EJGC1,EFT,In-State Travel - Air Fare, 301.64 ,0167687097668
TRV,13557327,US BANK BCD TRAVEL,3/7/22,YANG084949X8,3/24/22,27.680,YANG084949 SAN-SFO,27.680,57211,36299,24811,JO21YY,,EFT,In-State Travel - Air Fare, 27.68 ,0167694590524
TRV,13559671,US BANK BCD TRAVEL,3/17/22,DELA085630X1,4/4/22,9.750,DELA085630    -,9.750,57211,68600,17820,UGYELD,UCFLI,EFT,In-State Travel - Air Fare, 9.75 ,8900820047271
TRV,13559672,US BANK BCD TRAVEL,3/17/22,DELA085630X2,4/4/22,117.950,DELA085630 OAK-LAX-OAK,117.950,57211,68600,17820,UGYELD,UCFLI,EFT,In-State Travel - Air Fare, 117.95 ,5267696658095
TRV,13559677,US BANK BCD TRAVEL,3/18/22,FUEN085799X1,4/4/22,117.950,FUEN085799 OAK-LAX-OAK,117.950,57211,68600,17820,UGYELD,UCFLI,EFT,In-State Travel - Air Fare, 117.95 ,5267696658183
TRV,13559678,US BANK BCD TRAVEL,3/18/22,FUEN085799X2,4/4/22,9.750,FUEN085799    -,9.750,57211,68600,17820,UGYELD,UCFLI,EFT,In-State Travel - Air Fare, 9.75 ,8900820091348
TRV,13559679,US BANK BCD TRAVEL,3/18/22,HAMP085800X1,4/4/22,190.010,HAMP085800 OAK-ONT-OAK,190.010,57211,68600,17820,UGYELD,UCFLI,EFT,In-State Travel - Air Fare, 190.01 ,5267696658230
TRV,13559680,US BANK BCD TRAVEL,3/18/22,HAMP085800X2,4/4/22,9.750,HAMP085800    -,9.750,57211,68600,17820,UGYELD,UCFLI,EFT,In-State Travel - Air Fare, 9.75 ,8900820117747
TRV,13559683,US BANK BCD TRAVEL,3/18/22,HERN085798X1,4/4/22,207.950,HERN085798 OAK-SAN-OAK,207.950,57211,68600,17820,UGYELD,UCFLI,EFT,In-State Travel - Air Fare, 207.95 ,5267696658220
TRV,13559684,US BANK BCD TRAVEL,3/18/22,HERN085798X2,4/4/22,9.750,HERN085798    -,9.750,57211,68600,17820,UGYELD,UCFLI,EFT,In-State Travel - Air Fare, 9.75 ,8900820117737
TRV,13559693,US BANK BCD TRAVEL,3/18/22,LACR085823X1,4/4/22,210.960,LACR085823 OAK-SNA-OAK,210.960,57211,68600,17820,UGYELD,UCFLI,EFT,In-State Travel - Air Fare, 210.96 ,5267696658187
TRV,13559694,US BANK BCD TRAVEL,3/18/22,LACR085823X2,4/4/22,9.750,LACR085823    -,9.750,57211,68600,17820,UGYELD,UCFLI,EFT,In-State Travel - Air Fare, 9.75 ,8900820105077
TRV,13560744,US BANK BCD TRAVEL,3/23/22,LECH085721X4,4/7/22,10.010,LECH085721 OAK-LAX-OAK,10.010,57211,68600,17820,UGYELD,UCFLI,EFT,In-State Travel - Air Fare, 10.01 ,5267697253995
TRV,13561892,US BANK BCD TRAVEL,4/1/22,GONZ086200X1,4/11/22,34.000,GONZ086200    -,34.000,57211,68600,17820,UGYELD,UCFLI,EFT,In-State Travel - Air Fare, 34.00 ,8900820646758
TRV,13561893,US BANK BCD TRAVEL,4/2/22,GONZ086200X2,4/11/22,13.000,GONZ086200    -,13.000,57211,68600,17820,UGYELD,UCFLI,EFT,In-State Travel - Air Fare, 13.00 ,8900820673735
TRV,13561894,US BANK BCD TRAVEL,4/1/22,GONZ086200X3,4/11/22,328.910,GONZ086200 OAK-LAX-OAK,328.910,57211,68600,17820,UGYELD,UCFLI,EFT,In-State Travel - Air Fare, 328.91 ,5267755676884
TRV,13561897,US BANK BCD TRAVEL,4/1/22,KHES085848X1,4/11/22,34.000,KHES085848    -,34.000,57211,36185,12583,3S00MC,HDRHK,EFT,In-State Travel - Air Fare, 34.00 ,8900820646751
TRV,13561898,US BANK BCD TRAVEL,4/1/22,KHES085848X2,4/11/22,34.000,KHES085848    -,34.000,57211,36185,12583,3S00MC,HDRHK,EFT,In-State Travel - Air Fare, 34.00 ,8900820646752
TRV,13561899,US BANK BCD TRAVEL,4/1/22,KHES085848X3,4/11/22,865.070,KHES085848 LAX-CDG-VCE,865.070,57211,36185,12583,3S00MC,HDRHK,EFT,In-State Travel - Air Fare, 865.07 ,0577755676875
TRV,13561906,US BANK BCD TRAVEL,4/1/22,MOOL086219X1,4/11/22,34.000,MOOL086219    -,34.000,57211,37658,30348,,,EFT,In-State Travel - Air Fare, 34.00 ,8900820658989
TRV,13561907,US BANK BCD TRAVEL,4/2/22,MOOL086219X2,4/11/22,13.000,MOOL086219    -,13.000,57211,37658,30348,,,EFT,In-State Travel - Air Fare, 13.00 ,8900820673733
TRV,13561908,US BANK BCD TRAVEL,4/1/22,MOOL086219X3,4/11/22,168.580,MOOL086219 SAN-SFO,168.580,57211,37658,30348,,,EFT,In-State Travel - Air Fare, 168.58 ,5267755676916
TRV,13561916,US BANK BCD TRAVEL,4/1/22,PARI086170X1,4/11/22,34.000,PARI086170    -,34.000,57211,68600,17820,UGYELD,UCSWK,EFT,In-State Travel - Air Fare, 34.00 ,8900820618149
TRV,13561917,US BANK BCD TRAVEL,4/2/22,PARI086170X2,4/11/22,13.000,PARI086170    -,13.000,57211,68600,17820,UGYELD,UCSWK,EFT,In-State Travel - Air Fare, 13.00 ,8900820673734
TRV,13561918,US BANK BCD TRAVEL,4/1/22,PARI086170X3,4/11/22,143.980,PARI086170 OAK-LAX,143.980,57211,68600,17820,UGYELD,UCSWK,EFT,In-State Travel - Air Fare, 143.98 ,5267755676848
TRV,13561919,US BANK BCD TRAVEL,4/1/22,PARI086171X1,4/11/22,34.000,PARI086171    -,34.000,57211,68600,17820,UGYELD,UCSWK,EFT,In-State Travel - Air Fare, 34.00 ,8900820631981
TRV,13561920,US BANK BCD TRAVEL,4/2/22,PARI086171X2,4/11/22,13.000,PARI086171    -,13.000,57211,68600,17820,UGYELD,UCSWK,EFT,In-State Travel - Air Fare, 13.00 ,8900820673732
TRV,13561921,US BANK BCD TRAVEL,4/1/22,PARI086171X3,4/11/22,110.630,PARI086171 LAX-OAK,110.630,57211,68600,17820,UGYELD,UCSWK,EFT,In-State Travel - Air Fare, 110.63 ,5267755676854
TRV,13563108,US BANK BCD TRAVEL,3/24/22,EGGE085934X1,4/14/22,9.750,EGGE085934    -,9.750,57211,41329,12940,LRTOPS,,EFT,In-State Travel - Air Fare, 9.75 ,8900820342075
TRV,13563109,US BANK BCD TRAVEL,3/24/22,EGGE085934X2,4/14/22,296.500,EGGE085934 OAK-SNA-OAK,296.500,57211,41329,12940,LRTOPS,,EFT,In-State Travel - Air Fare, 296.50 ,5267698069365
TRV,13563116,US BANK BCD TRAVEL,4/1/22,KHES085848X4,4/14/22,140.600,KHES085848 VCE-BRU,140.600,57211,36185,12583,3S00MC,HDRHK,EFT,In-State Travel - Air Fare, 140.60 ,0827755676877
TRV,13563128,US BANK BCD TRAVEL,3/24/22,RING085903X1,4/14/22,241.520,RING085903 IAD-LAX,241.520,57211,52482,12315,IGDVLP,IGADM,EFT,In-State Travel - Air Fare, 241.52 ,0277698069326
TRV,13563129,US BANK BCD TRAVEL,3/24/22,RING085903X2,4/14/22,9.750,RING085903    -,9.750,57211,52482,12315,IGDVLP,IGADM,EFT,In-State Travel - Air Fare, 9.75 ,8900820311104
TRV,13563131,US BANK BCD TRAVEL,3/24/22,SANT085957X1,4/14/22,379.800,SANT085957 SFO-LAX-SFO,379.800,57211,68600,17820,UGYELD,UCFLI,EFT,In-State Travel - Air Fare, 379.80 ,5267698069356
TRV,13563132,US BANK BCD TRAVEL,3/24/22,SANT085957X2,4/14/22,9.750,SANT085957    -,9.750,57211,68600,17820,UGYELD,UCFLI,EFT,In-State Travel - Air Fare, 9.75 ,8900820328566
TRV,13564566,US BANK BCD TRAVEL,4/8/22,ADAM086388X3,4/19/22,9.750,ADAM086388    -,9.750,57211,68600,17820,UGYELD,UCTLI,EFT,In-State Travel - Air Fare, 9.75 ,8900820928598
TRV,13564567,US BANK BCD TRAVEL,4/7/22,ARMA086410X1,4/19/22,9.750,ARMA086410    -,9.750,57211,68600,17820,UGYELD,UCTLI,EFT,In-State Travel - Air Fare, 9.75 ,8900820876922
TRV,13564568,US BANK BCD TRAVEL,4/7/22,ARMA086410X2,4/19/22,227.560,ARMA086410 OAK-BUR-OAK,227.560,57211,68600,17820,UGYELD,UCTLI,EFT,In-State Travel - Air Fare, 227.56 ,5267758112805
TRV,13564569,US BANK BCD TRAVEL,4/7/22,DAVA086390X1,4/19/22,9.750,DAVA086390    -,9.750,57211,68600,17820,UGYELD,UCTLI,EFT,In-State Travel - Air Fare, 9.75 ,8900820876910
TRV,13564570,US BANK BCD TRAVEL,4/7/22,DAVA086390X2,4/19/22,277.960,DAVA086390 SAN-OAK-SAN,277.960,57211,68600,17820,UGYELD,UCTLI,EFT,In-State Travel - Air Fare, 277.96 ,5267758112792
TRV,13564571,US BANK BCD TRAVEL,4/7/22,DUDN086192X1,4/19/22,34.000,DUDN086192    -,34.000,57211,41660,13510,3U00MC,MC1FC,EFT,In-State Travel - Air Fare, 34.00 ,8900820850864
TRV,13564572,US BANK BCD TRAVEL,4/7/22,DUDN086192X2,4/19/22,167.950,DUDN086192 SBA-OAK-SBA,167.950,57211,41660,13510,3U00MC,MC1FC,EFT,In-State Travel - Air Fare, 167.95 ,5267758112770
TRV,13564579,US BANK BCD TRAVEL,4/8/22,LAGR086453X1,4/19/22,9.750,LAGR086453    -,9.750,57211,68600,17820,UGYELD,UCTLI,EFT,In-State Travel - Air Fare, 9.75 ,8900820920067
TRV,13564580,US BANK BCD TRAVEL,4/8/22,LAGR086453X2,4/19/22,242.450,LAGR086453 OAK-BUR-OAK,242.450,57211,68600,17820,UGYELD,UCTLI,EFT,In-State Travel - Air Fare, 242.45 ,5267758112863
TRV,13564581,US BANK BCD TRAVEL,4/7/22,LOPE086267X1,4/19/22,9.750,LOPE086267    -,9.750,57211,68600,17820,UGYELD,UCTLI,EFT,In-State Travel - Air Fare, 9.75 ,8900820890402
TRV,13564582,US BANK BCD TRAVEL,4/7/22,LOPE086267X2,4/19/22,227.560,LOPE086267 OAK-BUR-OAK,227.560,57211,68600,17820,UGYELD,UCTLI,EFT,In-State Travel - Air Fare, 227.56 ,5267758112810
TRV,13564583,US BANK BCD TRAVEL,4/7/22,MOOR085962X3,4/19/22,34.000,MOOR085962    -,34.000,57211,68600,17820,UGYELD,UCFLI,EFT,In-State Travel - Air Fare, 34.00 ,8900820890421
TRV,13564584,US BANK BCD TRAVEL,4/8/22,MOOR085962X4,4/19/22,13.000,MOOR085962    -,13.000,57211,68600,17820,UGYELD,UCFLI,EFT,In-State Travel - Air Fare, 13.00 ,8900820928575
TRV,13564588,US BANK BCD TRAVEL,4/8/22,RAMI086454X1,4/19/22,9.750,RAMI086454    -,9.750,57211,68600,17820,UGYELD,UCTLI,EFT,In-State Travel - Air Fare, 9.75 ,8900820920073
TRV,13564589,US BANK BCD TRAVEL,4/8/22,RAMI086454X2,4/19/22,362.020,RAMI086454 OAK-SAN-OAK,362.020,57211,68600,17820,UGYELD,UCTLI,EFT,In-State Travel - Air Fare, 362.02 ,5267758112868
TRV,13564597,US BANK BCD TRAVEL,4/8/22,SILA086451X1,4/19/22,9.750,SILA086451    -,9.750,57211,68600,17820,UGYELD,UCTLI,EFT,In-State Travel - Air Fare, 9.75 ,8900820920061
TRV,13564598,US BANK BCD TRAVEL,4/8/22,SILA086451X2,4/19/22,242.450,SILA086451 OAK-BUR-OAK,242.450,57211,68600,17820,UGYELD,UCTLI,EFT,In-State Travel - Air Fare, 242.45 ,5267758112862
TRV,13565091,US BANK BCD TRAVEL,4/8/22,ADAM086388X4,4/21/22,4.590,ADAM086388 OAK-BUR-OAK,4.590,57211,68600,17820,UGYELD,UCTLI,EFT,In-State Travel - Air Fare, 4.59 ,5267758112893
TRV,13566503,US BANK BCD TRAVEL,4/15/22,BURT086555X1,4/26/22,9.750,BURT086555    -,9.750,57211,68600,17820,UGYELD,UCTLI,EFT,In-State Travel - Air Fare, 9.75 ,8900821212549
TRV,13566504,US BANK BCD TRAVEL,4/15/22,BURT086555X2,4/26/22,83.980,BURT086555 OAK-BUR,83.980,57211,68600,17820,UGYELD,UCTLI,EFT,In-State Travel - Air Fare, 83.98 ,5267759495664
TRV,13566509,US BANK BCD TRAVEL,4/15/22,INIG086664X1,4/26/22,396.050,INIG086664 OAK-SAN-OAK,396.050,57211,68600,17820,UGYELD,UCTLI,EFT,In-State Travel - Air Fare, 396.05 ,5267759495690
TRV,13566510,US BANK BCD TRAVEL,4/15/22,INIG086664X2,4/26/22,9.750,INIG086664    -,9.750,57211,68600,17820,UGYELD,UCTLI,EFT,In-State Travel - Air Fare, 9.75 ,8900821220247
TRV,13566513,US BANK BCD TRAVEL,4/14/22,MARQ086627X1,4/26/22,9.750,MARQ086627    -,9.750,57211,68600,17820,UGYELD,UCTLI,EFT,In-State Travel - Air Fare, 9.75 ,8900821172661
TRV,13566514,US BANK BCD TRAVEL,4/14/22,MARQ086627X2,4/26/22,252.560,MARQ086627 OAK-BUR-OAK,252.560,57211,68600,17820,UGYELD,UCTLI,EFT,In-State Travel - Air Fare, 252.56 ,5267759495584
TRV,13566521,US BANK BCD TRAVEL,4/14/22,WASS086531X1,4/26/22,34.000,WASS086531    -,34.000,57211,43293,12246,,,EFT,In-State Travel - Air Fare, 34.00 ,8900821160090
TRV,13566522,US BANK BCD TRAVEL,4/14/22,WASS086531X2,4/26/22,210.000,WASS086531 BUR-OAK-BUR,210.000,57211,43293,12246,,,EFT,In-State Travel - Air Fare, 210.00 ,5267759495560
TRV,13567019,US BANK BCD TRAVEL,4/12/22,LOPE086229X4,4/28/22,89.840,LOPE086229 OAK-ONT-SNA-OAK,89.840,57211,20000,21381,,,EFT,In-State Travel - Air Fare, 89.84 ,5267758947431
TRV,13568496,US BANK BCD TRAVEL,4/22/22,DIGE085033X1,5/3/22,34.000,DIGE085033    -,34.000,57211,35440,13246,,SHXSE,EFT,In-State Travel - Air Fare, 34.00 ,8900821480675
TRV,13568497,US BANK BCD TRAVEL,4/22/22,DIGE085033X2,5/3/22,259.550,DIGE085033 SBA-SFO-SBA,259.550,57211,35440,13246,,SHXSE,EFT,In-State Travel - Air Fare, 259.55 ,0167761079056
TRV,13568509,US BANK BCD TRAVEL,4/22/22,SALZ085030X3,5/3/22,34.000,SALZ085030    -,34.000,57211,35440,13246,,SHXSE,EFT,In-State Travel - Air Fare, 34.00 ,8900821488578
TRV,13569425,US BANK BCD TRAVEL,4/22/22,SALZ085030X4,5/6/22,43.520,SALZ085030 ONT-OAK-ONT,43.520,57211,35440,13246,,SHXSE,EFT,In-State Travel - Air Fare, 43.52 ,5267761079087
TRV,13570476,US BANK BCD TRAVEL,4/28/22,MART086563X3,5/10/22,9.750,MART086563    -,9.750,57211,69085,31178,UIPCC1,,EFT,In-State Travel - Air Fare, 9.75 ,8900821751627
TRV,13571180,US BANK BCD TRAVEL,4/25/22,MOSL085232X3,5/12/22,243.340,MOSL085232 SFO-EWR,243.340,57211,40185,14668,LDMRTH,,EFT,In-State Travel - Air Fare, 243.34 ,0167761079201
TRV,13572918,US BANK BCD TRAVEL,5/6/22,CHAV087268X1,5/17/22,9.750,CHAV087268    -,9.750,57211,96576,31178,,,EFT,In-State Travel - Air Fare, 9.75 ,8900822051471
TRV,13572919,US BANK BCD TRAVEL,5/6/22,CHAV087268X2,5/17/22,202.960,CHAV087268 OAK-ONT-OAK,202.960,57211,96576,31178,,,EFT,In-State Travel - Air Fare, 202.96 ,5267763851402
TRV,13572922,US BANK BCD TRAVEL,5/6/22,EGAN087287X1,5/17/22,34.000,EGAN087287    -,34.000,57211,61443,24458,NZHRT3,NZPAE,EFT,In-State Travel - Air Fare, 34.00 ,8900822094055
TRV,13572923,US BANK BCD TRAVEL,5/6/22,EGAN087287X2,5/17/22,553.050,EGAN087287 LAS-SFO-LAS,553.050,57211,61443,24458,NZHRT3,NZPAE,EFT,In-State Travel - Air Fare, 553.05 ,5267763851459
TRV,13572924,US BANK BCD TRAVEL,5/5/22,KAMR087263X1,5/17/22,9.750,KAMR087263    -,9.750,57211,68600,17820,UGYELD,UCFLI,EFT,In-State Travel - Air Fare, 9.75 ,8900822041747
TRV,13572925,US BANK BCD TRAVEL,5/5/22,KAMR087263X2,5/17/22,347.300,KAMR087263 OAK-BUR-OAK,347.300,57211,68600,17820,UGYELD,UCFLI,EFT,In-State Travel - Air Fare, 347.30 ,5267763851373
TRV,13572931,US BANK BCD TRAVEL,5/7/22,RONA087300X1,5/17/22,9.750,RONA087300    -,9.750,57211,68600,17820,UGYELD,UCTWI,EFT,In-State Travel - Air Fare, 9.75 ,8900822094071
TRV,13572932,US BANK BCD TRAVEL,5/7/22,RONA087300X2,5/17/22,177.790,RONA087300 OAK-SNA,177.790,57211,68600,17820,UGYELD,UCTWI,EFT,In-State Travel - Air Fare, 177.79 ,5267763851474
TRV,13572933,US BANK BCD TRAVEL,5/7/22,SANC087301X1,5/17/22,347.300,SANC087301 OAK-BUR-OAK,347.300,57211,68600,17820,UGYELD,UCTLI,EFT,In-State Travel - Air Fare, 347.30 ,5267763851475
TRV,13572934,US BANK BCD TRAVEL,5/7/22,SANC087301X2,5/17/22,9.750,SANC087301    -,9.750,57211,68600,17820,UGYELD,UCTLI,EFT,In-State Travel - Air Fare, 9.75 ,8900822094072
TRV,13572935,US BANK BCD TRAVEL,5/5/22,SYPH087241X1,5/17/22,9.750,SYPH087241    -,9.750,57211,68600,17820,UGYELD,UCFLI,EFT,In-State Travel - Air Fare, 9.75 ,8900822018179
TRV,13572936,US BANK BCD TRAVEL,5/5/22,SYPH087241X2,5/17/22,327.970,SYPH087241 OAK-BUR-OAK,327.970,57211,68600,17820,UGYELD,UCFLI,EFT,In-State Travel - Air Fare, 327.97 ,5267763851285
TRV,13572937,US BANK BCD TRAVEL,5/5/22,VERG087248X1,5/17/22,9.750,VERG087248    -,9.750,57211,96576,31178,,,EFT,In-State Travel - Air Fare, 9.75 ,8900822041746
TRV,13572938,US BANK BCD TRAVEL,5/5/22,VERG087248X2,5/17/22,352.970,VERG087248 OAK-ONT-OAK,352.970,57211,96576,31178,,,EFT,In-State Travel - Air Fare, 352.97 ,5267763851372
TRV,13574707,US BANK BCD TRAVEL,5/12/22,BERN087412X1,5/24/22,347.300,BERN087412 SAN-OAK-SAN,347.300,57211,96576,31178,,,EFT,In-State Travel - Air Fare, 347.30 ,5267765265334
TRV,13574708,US BANK BCD TRAVEL,5/12/22,BERN087412X2,5/24/22,9.750,BERN087412    -,9.750,57211,96576,31178,,,EFT,In-State Travel - Air Fare, 9.75 ,8900822306019
TRV,13574713,US BANK BCD TRAVEL,5/12/22,CHAV087415X1,5/24/22,351.680,CHAV087415 SNA-OAK-SNA,351.680,57211,96576,31178,,,EFT,In-State Travel - Air Fare, 351.68 ,5267765265349
TRV,13574714,US BANK BCD TRAVEL,5/12/22,CHAV087415X2,5/24/22,9.750,CHAV087415    -,9.750,57211,96576,31178,,,EFT,In-State Travel - Air Fare, 9.75 ,8900822313588
TRV,13574735,US BANK BCD TRAVEL,5/12/22,KHES085848X5,5/24/22,34.000,KHES085848    -,34.000,57211,36185,12583,3S00MC,HDRHK,EFT,In-State Travel - Air Fare, 34.00 ,8900822306024
