Origin,Voucher ID,Vendor Name,Invoice Date,Invoice ID (or DBID),Payment Date,Invoice  Amt,Line Description,Paid Gross Amount,Account,Fund,Deptid,ChartField 1,ChartField 2,Payment Method,Account Descr, Amount ,ticket #
TRV,00000007,US BANK UC TRAVEL CENTER,7/1/22,WRIG088675X1,7/12/22,2.000,WRIG088675    -,2.000,57211,35700,82550,,MB1BW,EFT,In-State Travel - Air Fare, 2.00 ,8900816795562
TRV,00000008,US BANK UC TRAVEL CENTER,7/1/22,WRIG088675X2,7/12/22,41.590,WRIG088675 OAK-SNA-OAK,41.590,57211,35700,82550,,MB1BW,EFT,In-State Travel - Air Fare, 41.59 ,5267754071145
TRV,13540527,US BANK UC TRAVEL CENTER,1/1/22,PENI084206X1,1/11/22,551.770,PENI084206 EWR-LHR-EWR,551.770,57221,68600,13062,3S00MC,PHGXP,EFT,Foreign Travel - Air Fare, 551.77 ,1257702222670
TRV,13541823,US BANK UC TRAVEL CENTER,1/6/22,AHME084185X5,1/19/22,-6735.370,AHME084185 XXX-XXX-XXX-XXX-XXX,-5986.000,57221,38363,14687,LFOPDV,,EFT,Foreign Travel - Air Fare," (5,986.00)",1577702222643
TRV,13541823,US BANK UC TRAVEL CENTER,1/6/22,AHME084185X5,1/20/22,-6735.370,AHME084185 XXX-XXX-XXX-XXX-XXX,-749.370,57221,38363,14687,LFOPDV,,EFT,Foreign Travel - Air Fare, (749.37),1577702222643
TRV,13541824,US BANK UC TRAVEL CENTER,1/7/22,ALEX084254X1,1/19/22,204.120,ALEX084254 OAK-PHX-OAK,204.120,57212,37250,25386,,KNUND,EFT,Out-of-State Travel - Air Fare, 204.12 ,5267702497097
TRV,13541825,US BANK UC TRAVEL CENTER,1/7/22,ALEX084254X2,1/19/22,10.000,ALEX084254    -,10.000,57212,37250,25386,,KNUND,EFT,Out-of-State Travel - Air Fare, 10.00 ,8900814327582
TRV,13541826,US BANK UC TRAVEL CENTER,1/6/22,BALE084255X1,1/19/22,32.000,BALE084255    -,32.000,57212,94970,24532,JBFSCI,,EFT,Out-of-State Travel - Air Fare, 32.00 ,8900814327566
TRV,13541827,US BANK UC TRAVEL CENTER,1/6/22,BALE084255X2,1/19/22,879.760,BALE084255 SFO-IAD-SFO,879.760,57212,94970,24532,JBFSCI,,EFT,Out-of-State Travel - Air Fare, 879.76 ,0167702497077
TRV,13541828,US BANK UC TRAVEL CENTER,1/3/22,BEEC083838X3,1/25/22,-262.040,BEEC083838 XAA-XAO,-262.040,57212,61697,24532,,JBBOG,EFT,Out-of-State Travel - Air Fare, (262.04),0067701856163
TRV,13541830,US BANK UC TRAVEL CENTER,1/7/22,CONF084253X1,1/19/22,204.120,CONF084253 OAK-PHX-OAK,204.120,57212,37250,25386,,KNUND,EFT,Out-of-State Travel - Air Fare, 204.12 ,5267702497099
TRV,13541831,US BANK UC TRAVEL CENTER,1/7/22,CONF084253X2,1/19/22,10.000,CONF084253    -,10.000,57212,37250,25386,,KNUND,EFT,Out-of-State Travel - Air Fare, 10.00 ,8900814327584
TRV,13541832,US BANK UC TRAVEL CENTER,1/6/22,GONZ084249X1,1/19/22,10.000,GONZ084249    -,10.000,57211,69085,31178,UIPCC1,,EFT,In-State Travel - Air Fare, 10.00 ,8900814327545
TRV,13541833,US BANK UC TRAVEL CENTER,1/6/22,GONZ084249X2,1/19/22,232.980,GONZ084249 SNA-OAK-SNA,232.980,57211,69085,31178,UIPCC1,,EFT,In-State Travel - Air Fare, 232.98 ,5267702497052
TRV,13541834,US BANK UC TRAVEL CENTER,1/6/22,PICK084175X3,1/19/22,32.000,PICK084175    -,32.000,57221,35946,11503,3S00MC,EGAP2,EFT,Foreign Travel - Air Fare, 32.00 ,8900814327539
TRV,13541835,US BANK UC TRAVEL CENTER,1/6/22,STEI084193X3,1/25/22,-429.040,STEI084193    -,-429.040,57212,62418,12248,,IMPL1,EFT,Out-of-State Travel - Air Fare, (429.04),0167702222699
TRV,13541836,US BANK UC TRAVEL CENTER,1/5/22,WHIT083893X5,1/20/22,-598.530,WHIT083893    -,-598.530,57212,20291,13162,3S00MC,SZW2A,EFT,Out-of-State Travel - Air Fare, (598.53),5267701685188
TRV,13541837,US BANK UC TRAVEL CENTER,1/6/22,WONG084252X1,1/19/22,10.000,WONG084252    -,10.000,57212,60940,14722,,LBNPL,EFT,Out-of-State Travel - Air Fare, 10.00 ,8900814327562
TRV,13541838,US BANK UC TRAVEL CENTER,1/6/22,WONG084252X2,1/19/22,524.390,WONG084252 SFO-ORD-SFO,524.390,57212,60940,14722,,LBNPL,EFT,Out-of-State Travel - Air Fare, 524.39 ,0167702497073
TRV,13541839,US BANK UC TRAVEL CENTER,1/8/22,ZONG084258X1,1/19/22,291.830,ZONG084258 SFO-ORD-SFO,291.830,57212,71906,10805,,CCMWZ,EFT,Out-of-State Travel - Air Fare, 291.83 ,0167702497106
TRV,13541840,US BANK UC TRAVEL CENTER,1/8/22,ZONG084258X2,1/19/22,10.000,ZONG084258    -,10.000,57212,71906,10805,,CCMWZ,EFT,Out-of-State Travel - Air Fare, 10.00 ,8900814327592
TRV,13541983,US BANK UC TRAVEL CENTER,1/5/22,BAES084143X5,1/20/22,25.760,BAES084143 EUG-SEA-OAK-SEA-EUG,25.760,57212,20291,13260,,SLCLQ,EFT,Out-of-State Travel - Air Fare, 25.76 ,0277702497038
TRV,13541984,US BANK UC TRAVEL CENTER,1/3/22,KATO084207X2,1/20/22,176.910,KATO084207 SFO-BOS-SFO,176.910,57212,20000,21265,,,EFT,Out-of-State Travel - Air Fare, 176.91 ,2797702222689
TRV,13541985,US BANK UC TRAVEL CENTER,1/6/22,PICK084175X4,1/20/22,158.500,PICK084175 SFO-AMS-NBO-CDG-SFO,158.500,57221,35946,11503,3S00MC,EGAP2,EFT,Foreign Travel - Air Fare, 158.50 ,0067702497048
TRV,13541986,US BANK UC TRAVEL CENTER,1/3/22,RABA083974X4,1/20/22,0.600,RABA083974 TLV-SFO,0.600,57221,69799,10805,3S00MC,CCEXR,EFT,Foreign Travel - Air Fare, 0.60 ,0167702222688
TRV,13542880,US BANK UC TRAVEL CENTER,1/12/22,ARKI084135X3,1/25/22,-525.960,ARKI084135    -,-525.960,57212,61853,31150,,IQADA,EFT,Out-of-State Travel - Air Fare, (525.96),0167702222609
TRV,13542881,US BANK UC TRAVEL CENTER,1/14/22,BHAN084313X1,1/25/22,10.000,BHAN084313    -,10.000,57212,19900,10831,CECLLQ,,EFT,Out-of-State Travel - Air Fare, 10.00 ,8900814327752
TRV,13542882,US BANK UC TRAVEL CENTER,1/14/22,BHAN084313X2,1/25/22,331.040,BHAN084313 MSP-SFO-MSP,331.040,57212,19900,10831,CECLLQ,,EFT,Out-of-State Travel - Air Fare, 331.04 ,0067702675974
TRV,13542883,US BANK UC TRAVEL CENTER,1/13/22,CARU084301X1,1/25/22,10.000,CARU084301    -,10.000,57212,68600,26462,,,EFT,Out-of-State Travel - Air Fare, 10.00 ,8900814327681
TRV,13542884,US BANK UC TRAVEL CENTER,1/13/22,CARU084301X2,1/25/22,254.410,CARU084301 OAK-SEA-OAK,254.410,57212,68600,26462,,,EFT,Out-of-State Travel - Air Fare, 254.41 ,0277702497187
TRV,13542885,US BANK UC TRAVEL CENTER,1/15/22,DELV084300X1,1/25/22,229.110,DELV084300 BOS-SFO-BOS,229.110,57212,13903,12995,PGSMNR,,EFT,Out-of-State Travel - Air Fare, 229.11 ,0167702675982
TRV,13542886,US BANK UC TRAVEL CENTER,1/15/22,DELV084300X2,1/25/22,10.000,DELV084300    -,10.000,57212,13903,12995,PGSMNR,,EFT,Out-of-State Travel - Air Fare, 10.00 ,8900814327757
TRV,13542887,US BANK UC TRAVEL CENTER,1/13/22,DOUG084298X1,1/25/22,10.000,DOUG084298    -,10.000,57211,13903,12995,PGSMNR,,EFT,In-State Travel - Air Fare, 10.00 ,8900814327698
TRV,13542888,US BANK UC TRAVEL CENTER,1/13/22,DOUG084298X2,1/25/22,117.950,DOUG084298 BUR-OAK-BUR,117.950,57211,13903,12995,PGSMNR,,EFT,In-State Travel - Air Fare, 117.95 ,5267702497211
TRV,13542889,US BANK UC TRAVEL CENTER,1/13/22,FREI084296X1,1/25/22,10.000,FREI084296    -,10.000,57211,13903,12995,PGSMNR,,EFT,In-State Travel - Air Fare, 10.00 ,8900814327695
TRV,13542890,US BANK UC TRAVEL CENTER,1/13/22,FREI084296X2,1/25/22,137.970,FREI084296 SAN-OAK-SAN,137.970,57211,13903,12995,PGSMNR,,EFT,In-State Travel - Air Fare, 137.97 ,5267702497205
TRV,13542891,US BANK UC TRAVEL CENTER,1/14/22,HILB084308X1,1/25/22,323.200,HILB084308 OAK-KOA-OAK,323.200,57212,62221,20386,,,EFT,Out-of-State Travel - Air Fare, 323.20 ,5267702675953
TRV,13542892,US BANK UC TRAVEL CENTER,1/14/22,HILB084308X2,1/25/22,10.000,HILB084308    -,10.000,57212,62221,20386,,,EFT,Out-of-State Travel - Air Fare, 10.00 ,8900814327733
TRV,13542893,US BANK UC TRAVEL CENTER,1/14/22,HISC084312X1,1/25/22,1340.370,HISC084312 SFO-SIN-SFO,1340.370,57221,62739,23819,,OMORH,EFT,Foreign Travel - Air Fare," 1,340.37 ",0167702675969
TRV,13542894,US BANK UC TRAVEL CENTER,1/14/22,HISC084312X2,1/25/22,151.700,HISC084312 SIN-PNH,151.700,57221,62739,23819,,OMORH,EFT,Foreign Travel - Air Fare, 151.70 ,6187702675970
TRV,13542895,US BANK UC TRAVEL CENTER,1/14/22,HISC084312X3,1/25/22,10.000,HISC084312    -,10.000,57221,62739,23819,,OMORH,EFT,Foreign Travel - Air Fare, 10.00 ,8900814327749
TRV,13542896,US BANK UC TRAVEL CENTER,1/14/22,HISC084312X4,1/25/22,457.900,HISC084312 PNH-ICN,457.900,57221,62739,23819,,OMORH,EFT,Foreign Travel - Air Fare, 457.90 ,9887702675971
TRV,13542897,US BANK UC TRAVEL CENTER,1/13/22,KAMM084277X1,1/25/22,32.000,KAMM084277    -,32.000,57221,41364,15312,,EVDMK,EFT,Foreign Travel - Air Fare, 32.00 ,8900814327674
TRV,13542898,US BANK UC TRAVEL CENTER,1/13/22,KAMM084277X2,1/25/22,3920.470,KAMM084277 SFO-FRA-AMM-FRA-SFO,3920.470,57221,41364,15312,,EVDMK,EFT,Foreign Travel - Air Fare," 3,920.47 ",0167702497179
TRV,13542899,US BANK UC TRAVEL CENTER,1/14/22,KAMM084303X1,1/25/22,649.370,KAMM084303 SFO-DCA-SFO,649.370,57212,41364,15312,,EVDMK,EFT,Out-of-State Travel - Air Fare, 649.37 ,0167702497228
TRV,13542900,US BANK UC TRAVEL CENTER,1/14/22,KAMM084303X2,1/25/22,32.000,KAMM084303    -,32.000,57212,41364,15312,,EVDMK,EFT,Out-of-State Travel - Air Fare, 32.00 ,8900814327739
TRV,13542901,US BANK UC TRAVEL CENTER,1/13/22,KATA084251X1,1/25/22,10.000,KATA084251    -,10.000,57211,63903,14419,LBTCGP,LBKJO,EFT,In-State Travel - Air Fare, 10.00 ,8900814327677
TRV,13542902,US BANK UC TRAVEL CENTER,1/13/22,KATA084251X2,1/25/22,197.960,KATA084251 LAX-OAK-LAX,197.960,57211,63903,14419,LBTCGP,LBKJO,EFT,In-State Travel - Air Fare, 197.96 ,5267702497184
TRV,13542903,US BANK UC TRAVEL CENTER,1/14/22,KIPA084315X1,1/25/22,443.760,KIPA084315 MTJ-DEN-SJC-DEN-MTJ,443.760,57211,71935,11959,,,EFT,In-State Travel - Air Fare, 443.76 ,0167702675980
TRV,13542904,US BANK UC TRAVEL CENTER,1/14/22,KIPA084315X2,1/25/22,10.000,KIPA084315    -,10.000,57211,71935,11959,,,EFT,In-State Travel - Air Fare, 10.00 ,8900814327756
TRV,13542905,US BANK UC TRAVEL CENTER,1/14/22,MALL084056X3,1/25/22,32.000,MALL084056    -,32.000,57211,52394,24212,NQSMNR,,EFT,In-State Travel - Air Fare, 32.00 ,8900814327738
TRV,13542906,US BANK UC TRAVEL CENTER,1/13/22,MAWY084302X1,1/25/22,988.770,MAWY084302 HNL-PPT-HNL,988.770,57221,20294,15357,EWGUMP,,EFT,Foreign Travel - Air Fare, 988.77 ,1737702497192
TRV,13542907,US BANK UC TRAVEL CENTER,1/13/22,MAWY084302X2,1/25/22,10.000,MAWY084302    -,10.000,57221,20294,15357,EWGUMP,,EFT,Foreign Travel - Air Fare, 10.00 ,8900814327685
TRV,13542908,US BANK UC TRAVEL CENTER,1/15/22,MILL084316X1,1/25/22,180.420,MILL084316 OAK-LAX-OAK,180.420,57211,20231,10437,,,EFT,In-State Travel - Air Fare, 180.42 ,5267702675983
TRV,13542909,US BANK UC TRAVEL CENTER,1/15/22,MILL084316X2,1/25/22,10.000,MILL084316    -,10.000,57211,20231,10437,,,EFT,In-State Travel - Air Fare, 10.00 ,8900814327758
TRV,13542910,US BANK UC TRAVEL CENTER,1/14/22,RAMO084309X1,1/25/22,323.200,RAMO084309 OAK-KOA-OAK,323.200,57212,62221,20386,,,EFT,Out-of-State Travel - Air Fare, 323.20 ,5267702675954
TRV,13542911,US BANK UC TRAVEL CENTER,1/14/22,RAMO084309X2,1/25/22,10.000,RAMO084309    -,10.000,57212,62221,20386,,,EFT,Out-of-State Travel - Air Fare, 10.00 ,8900814327734
TRV,13542912,US BANK UC TRAVEL CENTER,1/12/22,SANZ083640X3,1/25/22,-596.070,SANZ083640    -,-596.070,57212,41560,24321,,,EFT,Out-of-State Travel - Air Fare, (596.07),0017701362206
TRV,13542913,US BANK UC TRAVEL CENTER,1/13/22,STRU084299X1,1/25/22,10.000,STRU084299    -,10.000,57212,13903,12995,PGSMNR,,EFT,Out-of-State Travel - Air Fare, 10.00 ,8900814327700
TRV,13542914,US BANK UC TRAVEL CENTER,1/13/22,STRU084299X2,1/25/22,186.960,STRU084299 TUS-OAK-LAX-TUS,186.960,57212,13903,12995,PGSMNR,,EFT,Out-of-State Travel - Air Fare, 186.96 ,5267702497213
TRV,13542915,US BANK UC TRAVEL CENTER,1/14/22,VALD084307X1,1/25/22,323.200,VALD084307 OAK-KOA-OAK,323.200,57212,62221,20386,,,EFT,Out-of-State Travel - Air Fare, 323.20 ,5267702675955
TRV,13542916,US BANK UC TRAVEL CENTER,1/14/22,VALD084307X2,1/25/22,10.000,VALD084307    -,10.000,57212,62221,20386,,,EFT,Out-of-State Travel - Air Fare, 10.00 ,8900814327735
TRV,13542917,US BANK UC TRAVEL CENTER,1/13/22,VARG084297X1,1/25/22,10.000,VARG084297    -,10.000,57212,13903,12995,PGSMNR,,EFT,Out-of-State Travel - Air Fare, 10.00 ,8900814327697
TRV,13542918,US BANK UC TRAVEL CENTER,1/13/22,VARG084297X2,1/25/22,150.020,VARG084297 BOS-SLC-OAK,150.020,57212,13903,12995,PGSMNR,,EFT,Out-of-State Travel - Air Fare, 150.02 ,0067702497209
TRV,13542919,US BANK UC TRAVEL CENTER,1/13/22,VARG084297X3,1/25/22,224.240,VARG084297 OAK-SEA-BOS,224.240,57212,13903,12995,PGSMNR,,EFT,Out-of-State Travel - Air Fare, 224.24 ,0277702497210
TRV,13543362,US BANK UC TRAVEL CENTER,1/11/22,BLAN084093X4,1/28/22,203.200,BLAN084093 SFO-FRA-LYS-FRA-SFO,203.200,57221,36907,12510,,,EFT,Foreign Travel - Air Fare, 203.20 ,2207702497137
TRV,13543363,US BANK UC TRAVEL CENTER,1/12/22,DESM084229X4,1/28/22,178.350,DESM084229 SFO-YVR-SFO,178.350,57221,61339,12248,,IMDS1,EFT,Foreign Travel - Air Fare, 178.35 ,0167702497152
TRV,13543364,US BANK UC TRAVEL CENTER,1/12/22,LARS084218X4,1/28/22,26.680,LARS084218 DEN-OAK,26.680,57212,28279,24532,BESGSE,JBDAL,EFT,Out-of-State Travel - Air Fare, 26.68 ,5267702497154
TRV,13543365,US BANK UC TRAVEL CENTER,1/14/22,MALL084056X4,1/28/22,12.240,MALL084056 BUR-OAK,12.240,57211,52394,24212,NQSMNR,,EFT,In-State Travel - Air Fare, 12.24 ,5267702675959
TRV,13543366,US BANK UC TRAVEL CENTER,1/12/22,PANC084209X4,1/28/22,92.930,PANC084209 DEN-OAK,92.930,57212,28279,24532,BESGSE,JBDAL,EFT,Out-of-State Travel - Air Fare, 92.93 ,5267702497164
TRV,13543367,US BANK UC TRAVEL CENTER,1/10/22,PERE083902X9,1/28/22,158.180,PERE083902 DEN-OAK,158.180,57212,16783,13245,3S00MC,SHXBP,EFT,Out-of-State Travel - Air Fare, 158.18 ,5267702497111
TRV,13543368,US BANK UC TRAVEL CENTER,1/12/22,RAHM084213X4,1/28/22,92.930,RAHM084213 DEN-OAK,92.930,57212,28279,24532,BESGSE,JBDAL,EFT,Out-of-State Travel - Air Fare, 92.93 ,5267702497156
TRV,13544567,US BANK UC TRAVEL CENTER,1/21/22,021150723766,2/2/22,412.000,No Description,412.000,57239,69995,00750,,,EFT,Travel DB US Bank Clearing, 412.00 ,
TRV,13544612,US BANK UC TRAVEL CENTER,1/20/22,BOER084340X1,2/2/22,310.450,BOER084340 SFO-ORD-SFO,310.450,57212,61420,10805,,CCJRL,EFT,Out-of-State Travel - Air Fare, 310.45 ,0167702676078
TRV,13544613,US BANK UC TRAVEL CENTER,1/20/22,BOER084340X2,2/2/22,10.000,BOER084340    -,10.000,57212,61420,10805,,CCJRL,EFT,Out-of-State Travel - Air Fare, 10.00 ,8900814327851
TRV,13544614,US BANK UC TRAVEL CENTER,1/22/22,CHUN084333X1,2/2/22,996.970,CHUN084333 SFO-IST,996.970,57221,55033,15312,3S00MC,EVYBC,EFT,Foreign Travel - Air Fare, 996.97 ,2357702676100
TRV,13544615,US BANK UC TRAVEL CENTER,1/20/22,CHUN084333X2,2/2/22,10.000,CHUN084333    -,10.000,57221,55033,15312,3S00MC,EVYBC,EFT,Foreign Travel - Air Fare, 10.00 ,8900814327847
TRV,13544616,US BANK UC TRAVEL CENTER,1/20/22,CHUN084333X3,2/2/22,10.000,CHUN084333    -,10.000,57221,55033,15312,3S00MC,EVYBC,EFT,Foreign Travel - Air Fare, 10.00 ,8900814327849
TRV,13544617,US BANK UC TRAVEL CENTER,1/22/22,CHUN084333X4,2/2/22,721.200,CHUN084333 LHR-IST,721.200,57221,55033,15312,3S00MC,EVYBC,EFT,Foreign Travel - Air Fare, 721.20 ,2357702676102
TRV,13544618,US BANK UC TRAVEL CENTER,1/20/22,DAVI084343X1,2/2/22,32.000,DAVI084343    -,32.000,57212,37537,12438,3DCFAC,HAWMD,EFT,Out-of-State Travel - Air Fare, 32.00 ,8900814327871
TRV,13544619,US BANK UC TRAVEL CENTER,1/20/22,DAVI084343X2,2/2/22,363.750,DAVI084343 SFO-ORD-SFO,363.750,57212,37537,12438,3DCFAC,HAWMD,EFT,Out-of-State Travel - Air Fare, 363.75 ,0017702676098
TRV,13544620,US BANK UC TRAVEL CENTER,1/21/22,DUGG084352X1,2/2/22,10.000,DUGG084352    -,10.000,57212,49729,11888,,,EFT,Out-of-State Travel - Air Fare, 10.00 ,8900814327906
TRV,13544621,US BANK UC TRAVEL CENTER,1/21/22,DUGG084352X2,2/2/22,478.090,DUGG084352 SFO-BOS-SFO,478.090,57212,49729,11888,,,EFT,Out-of-State Travel - Air Fare, 478.09 ,2797702676140
TRV,13544622,US BANK UC TRAVEL CENTER,1/21/22,FUNA084349X1,2/2/22,272.440,FUNA084349 SFO-HNL-SFO,272.440,57212,46784,13162,,SZF3A,EFT,Out-of-State Travel - Air Fare, 272.44 ,0167702676135
TRV,13544623,US BANK UC TRAVEL CENTER,1/21/22,FUNA084349X2,2/2/22,10.000,FUNA084349    -,10.000,57212,46784,13162,,SZF3A,EFT,Out-of-State Travel - Air Fare, 10.00 ,8900814327902
TRV,13544624,US BANK UC TRAVEL CENTER,1/20/22,GILL084317X1,2/2/22,1195.270,GILL084317 SFO-EWR-JNB-FRA,1195.270,57221,20150,10301,,,EFT,Foreign Travel - Air Fare," 1,195.27 ",0167702676110
TRV,13544625,US BANK UC TRAVEL CENTER,1/20/22,GILL084317X2,2/2/22,10.000,GILL084317    -,10.000,57221,20150,10301,,,EFT,Foreign Travel - Air Fare, 10.00 ,8900814327879
TRV,13544626,US BANK UC TRAVEL CENTER,1/23/22,GORS084366X1,2/2/22,202.880,GORS084366 OAK-SAN-OAK,202.880,57211,65450,13910,BPCCSB,,EFT,In-State Travel - Air Fare, 202.88 ,5267702860163
TRV,13544627,US BANK UC TRAVEL CENTER,1/23/22,GORS084366X2,2/2/22,10.000,GORS084366    -,10.000,57211,65450,13910,BPCCSB,,EFT,In-State Travel - Air Fare, 10.00 ,8900814327916
TRV,13544628,US BANK UC TRAVEL CENTER,1/20/22,GRIL084332X1,2/2/22,153.870,GRIL084332 OAK-BUR,153.870,57212,89692,24532,,JBANH,EFT,Out-of-State Travel - Air Fare, 153.87 ,5267702676072
TRV,13544629,US BANK UC TRAVEL CENTER,1/20/22,GRIL084332X2,2/2/22,10.000,GRIL084332    -,10.000,57212,89692,24532,,JBANH,EFT,Out-of-State Travel - Air Fare, 10.00 ,8900814327845
TRV,13544630,US BANK UC TRAVEL CENTER,1/20/22,GRIL084337X1,2/2/22,332.220,GRIL084337 LAX-KOA-SFO,332.220,57212,89692,24532,,JBANH,EFT,Out-of-State Travel - Air Fare, 332.22 ,0167702676073
TRV,13544631,US BANK UC TRAVEL CENTER,1/20/22,GRIL084337X2,2/2/22,10.000,GRIL084337    -,10.000,57212,89692,24532,,JBANH,EFT,Out-of-State Travel - Air Fare, 10.00 ,8900814327846
TRV,13544632,US BANK UC TRAVEL CENTER,1/21/22,HIEB084350X1,2/2/22,10.000,HIEB084350    -,10.000,57212,49729,11888,,,EFT,Out-of-State Travel - Air Fare, 10.00 ,8900814327899
TRV,13544633,US BANK UC TRAVEL CENTER,1/21/22,HIEB084350X2,2/2/22,478.090,HIEB084350 SFO-BOS-SFO,478.090,57212,49729,11888,,,EFT,Out-of-State Travel - Air Fare, 478.09 ,2797702676138
TRV,13544634,US BANK UC TRAVEL CENTER,1/20/22,JEZI084342X1,2/2/22,382.280,JEZI084342 RDU-SFO,382.280,57212,38015,10639,,BAP9J,EFT,Out-of-State Travel - Air Fare, 382.28 ,0167702676081
TRV,13544635,US BANK UC TRAVEL CENTER,1/20/22,JEZI084342X2,2/2/22,1103.280,JEZI084342 SFO-RDU-SFO,1103.280,57212,38015,10639,,BAP9J,EFT,Out-of-State Travel - Air Fare," 1,103.28 ",0167702676083
TRV,13544636,US BANK UC TRAVEL CENTER,1/20/22,JEZI084342X3,2/2/22,10.000,JEZI084342    -,10.000,57212,38015,10639,,BAP9J,EFT,Out-of-State Travel - Air Fare, 10.00 ,8900814327856
TRV,13544637,US BANK UC TRAVEL CENTER,1/20/22,JEZI084342X4,2/2/22,10.000,JEZI084342    -,10.000,57212,38015,10639,,BAP9J,EFT,Out-of-State Travel - Air Fare, 10.00 ,8900814327854
TRV,13544638,US BANK UC TRAVEL CENTER,1/20/22,LACO084338X1,2/2/22,10.000,LACO084338    -,10.000,57212,72079,24463,,NZEVW,EFT,Out-of-State Travel - Air Fare, 10.00 ,8900814327848
TRV,13544639,US BANK UC TRAVEL CENTER,1/20/22,LACO084338X2,2/2/22,10.000,LACO084338    -,10.000,57212,72079,24463,,NZEVW,EFT,Out-of-State Travel - Air Fare, 10.00 ,8900814327855
TRV,13544640,US BANK UC TRAVEL CENTER,1/20/22,LACO084338X3,2/2/22,539.590,LACO084338 SFO-AUS-SFO,539.590,57212,72079,24463,,NZEVW,EFT,Out-of-State Travel - Air Fare, 539.59 ,0277702676082
TRV,13544641,US BANK UC TRAVEL CENTER,1/20/22,LEDE084344X1,2/2/22,260.590,LEDE084344 OAK-KOA-OAK,260.590,57212,62221,20386,,,EFT,Out-of-State Travel - Air Fare, 260.59 ,5267702676103
TRV,13544642,US BANK UC TRAVEL CENTER,1/20/22,LEDE084344X2,2/2/22,10.000,LEDE084344    -,10.000,57212,62221,20386,,,EFT,Out-of-State Travel - Air Fare, 10.00 ,8900814327873
TRV,13544643,US BANK UC TRAVEL CENTER,1/20/22,LIU0084271X1,2/2/22,6177.770,LIU0084271 SFO-PVG-SFO,6177.770,57221,44920,12300,3S00MC,IBJL1,EFT,Foreign Travel - Air Fare," 6,177.77 ",0167702676071
TRV,13544644,US BANK UC TRAVEL CENTER,1/20/22,LIU0084271X2,2/2/22,10.000,LIU0084271    -,10.000,57221,44920,12300,3S00MC,IBJL1,EFT,Foreign Travel - Air Fare, 10.00 ,8900814327844
TRV,13544645,US BANK UC TRAVEL CENTER,1/21/22,MARA084353X1,2/2/22,10.000,MARA084353    -,10.000,57212,68600,26461,,,EFT,Out-of-State Travel - Air Fare, 10.00 ,8900814327898
TRV,13544646,US BANK UC TRAVEL CENTER,1/21/22,MARA084353X2,2/2/22,187.960,MARA084353 SFO-SEA-SFO,187.960,57212,68600,26461,,,EFT,Out-of-State Travel - Air Fare, 187.96 ,0067702676131
TRV,13544647,US BANK UC TRAVEL CENTER,1/21/22,MERM084351X1,2/2/22,10.000,MERM084351    -,10.000,57212,49729,11888,,,EFT,Out-of-State Travel - Air Fare, 10.00 ,8900814327901
TRV,13544648,US BANK UC TRAVEL CENTER,1/21/22,MERM084351X2,2/2/22,478.090,MERM084351 SFO-BOS-SFO,478.090,57212,49729,11888,,,EFT,Out-of-State Travel - Air Fare, 478.09 ,2797702676139
TRV,13544649,US BANK UC TRAVEL CENTER,1/21/22,MITC084347X1,2/2/22,360.450,MITC084347 SFO-DEN-SFO,360.450,57212,96346,24532,JBMPHE,,EFT,Out-of-State Travel - Air Fare, 360.45 ,0167702676121
TRV,13544650,US BANK UC TRAVEL CENTER,1/21/22,MITC084347X2,2/2/22,10.000,MITC084347    -,10.000,57212,96346,24532,JBMPHE,,EFT,Out-of-State Travel - Air Fare, 10.00 ,8900814327887
TRV,13544653,US BANK UC TRAVEL CENTER,1/21/22,NGUY084348X1,2/2/22,10.000,NGUY084348    -,10.000,57212,53838,11503,,EGENV,EFT,Out-of-State Travel - Air Fare, 10.00 ,8900814327895
TRV,13544654,US BANK UC TRAVEL CENTER,1/21/22,NGUY084348X2,2/2/22,519.590,NGUY084348 CMI-ORD-SFO,519.590,57212,53838,11503,,EGENV,EFT,Out-of-State Travel - Air Fare, 519.59 ,0017702676128
TRV,13544655,US BANK UC TRAVEL CENTER,1/23/22,PINE084311X1,2/2/22,389.840,PINE084311 SFO-MSY-SFO,389.840,57212,69750,26471,,,EFT,Out-of-State Travel - Air Fare, 389.84 ,0167702860164
TRV,13544656,US BANK UC TRAVEL CENTER,1/23/22,PINE084311X2,2/2/22,10.000,PINE084311    -,10.000,57212,69750,26471,,,EFT,Out-of-State Travel - Air Fare, 10.00 ,8900814327917
TRV,13544657,US BANK UC TRAVEL CENTER,1/21/22,RING084360X1,2/2/22,202.880,RING084360 OAK-LAX-OAK,202.880,57211,68600,12315,,IGDIR,EFT,In-State Travel - Air Fare, 202.88 ,5267702676143
TRV,13544658,US BANK UC TRAVEL CENTER,1/21/22,RING084360X2,2/2/22,10.000,RING084360    -,10.000,57211,68600,12315,,IGDIR,EFT,In-State Travel - Air Fare, 10.00 ,8900814327909
TRV,13544659,US BANK UC TRAVEL CENTER,1/21/22,ROUF084355X1,2/2/22,10.000,ROUF084355    -,10.000,57211,65450,13910,BPCCSB,,EFT,In-State Travel - Air Fare, 10.00 ,8900814327900
TRV,13544660,US BANK UC TRAVEL CENTER,1/21/22,ROUF084355X2,2/2/22,94.470,ROUF084355 SFO-SAN-SFO,94.470,57211,65450,13910,BPCCSB,,EFT,In-State Travel - Air Fare, 94.47 ,0277702676133
